Tweet_lemmatized
"['bluejaylover', 'tell', 'otis', 'feel', 'personally', 'addressed']"
"['glaad', 'still', 'celebrating', 'lesbianvisibilityday']"
"['roooossshhiiiii', 'wed', 'getting', 'blanket']"
"['coffeemaestro', 'strong', 'coffee']"
"['usbakon', 'whats', 'breakfast']"
"['sasburneracct', 'thinking', 'last', 'dance']"
"['dylann', 'trying', 'find', 'last', 'name', 'day']"
"['rmsek', 'need', 'stop', 'drinking', 'coffee', 'dessert']"
"['zebbzebb', 'never', 'let']"
"['yasscorsett', 'tweeted', 'lucid', 'dream']"
"['theearth', '', 'baby']"
"['ffstaelon', 'weakness', 'sign', 'sleeping']"
['who']
"['russpalmer', 'igruyhiojpkefogsjihuoaehijpks']"
"['jizungg', 'justhadcoffeejdksldhslsxndcskls']"
"['deancoxj', 'autocorrect']"
"['taeversaces', 'thatstruekdllsjsjsslslls']"
"['melodyasbts', 'something', 'agree']"
"['phaubertin', 'meowiegiafojwqpkefwgrjishugfewojmeow']"
"['malikofori', 'well', 'actually', 'opuiytdfugihojpkaseihfueyaeiujorkanrsgfbuihjo', 'griueihojpkjgie']"
"['moonchildpjms', 'feeling', 'beautiful']"
"['officialjlipper', 'little', 'release', 'treat']"
"['ambreen', 'water', '', 'glass', 'day']"
